"","id","from","to","trans","Tstart","Tstop","time","status","A","M","C","A.1","A.2","A.3","M.1","M.2","M.3","C.1","C.2","C.3"
"288",113,1,2,1,0,0.092,0.092,0,0,1.731,1,0,0,0,1.731,0,0,1,0,0
"289",113,1,3,2,0,0.092,0.092,1,0,1.731,1,0,0,0,0,1.731,0,0,1,0
"290",114,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"291",114,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"292",114,2,3,3,0,1.175,1.175,1,1,0,1,0,0,1,0,0,0,0,0,1
"293",115,1,2,1,0,0.123,0.123,1,0,0.123,1,0,0,0,0.123,0,0,1,0,0
"294",115,1,3,2,0,0.123,0.123,0,0,0.123,1,0,0,0,0,0.123,0,0,1,0
"295",115,2,3,3,0.123,0.345,0.222,0,0,0.123,1,0,0,0,0,0,0.123,0,0,1
"296",116,1,2,1,0,0.531,0.531,0,0,0.961,1,0,0,0,0.961,0,0,1,0,0
"297",116,1,3,2,0,0.531,0.531,1,0,0.961,1,0,0,0,0,0.961,0,0,1,0
"298",117,1,2,1,0,0.04,0.04,1,0,0.04,0,0,0,0,0.04,0,0,0,0,0
"299",117,1,3,2,0,0.04,0.04,0,0,0.04,0,0,0,0,0,0.04,0,0,0,0
"300",117,2,3,3,0.04,0.615,0.575,1,0,0.04,0,0,0,0,0,0,0.04,0,0,0
"301",118,1,2,1,0,0.131,0.131,0,0,0.804,1,0,0,0,0.804,0,0,1,0,0
"302",118,1,3,2,0,0.131,0.131,1,0,0.804,1,0,0,0,0,0.804,0,0,1,0
"303",119,1,2,1,0,0.047,0.047,1,0,0.047,0,0,0,0,0.047,0,0,0,0,0
"304",119,1,3,2,0,0.047,0.047,0,0,0.047,0,0,0,0,0,0.047,0,0,0,0
"305",119,2,3,3,0.047,0.191,0.144,1,0,0.047,0,0,0,0,0,0,0.047,0,0,0
"306",120,1,2,1,0,0,0,0,1,1.503,0,1,0,0,1.503,0,0,0,0,0
"307",120,1,3,2,0,0,0,1,1,1.503,0,0,1,0,0,1.503,0,0,0,0
"308",121,1,2,1,0,0,0,0,1,1.171,0,1,0,0,1.171,0,0,0,0,0
"309",121,1,3,2,0,0,0,1,1,1.171,0,0,1,0,0,1.171,0,0,0,0
"310",122,1,2,1,0,0.544,0.544,1,0,0.544,1,0,0,0,0.544,0,0,1,0,0
"311",122,1,3,2,0,0.544,0.544,0,0,0.544,1,0,0,0,0,0.544,0,0,1,0
"312",122,2,3,3,0.544,2.325,1.781,0,0,0.544,1,0,0,0,0,0,0.544,0,0,1
"313",123,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"314",123,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"315",123,2,3,3,0,1.509,1.509,1,1,0,1,0,0,1,0,0,0,0,0,1
"316",124,1,2,1,0,0.179,0.179,1,0,0.179,1,0,0,0,0.179,0,0,1,0,0
"317",124,1,3,2,0,0.179,0.179,0,0,0.179,1,0,0,0,0,0.179,0,0,1,0
"318",124,2,3,3,0.179,0.967,0.788,1,0,0.179,1,0,0,0,0,0,0.179,0,0,1
"319",125,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"320",125,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"321",125,2,3,3,0,1.151,1.151,1,1,0,1,0,0,1,0,0,0,0,0,1
"322",126,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"323",126,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"324",126,2,3,3,0,6.026,6.026,1,1,0,1,0,0,1,0,0,0,0,0,1
"325",127,1,2,1,0,1.433,1.433,1,0,1.433,1,0,0,0,1.433,0,0,1,0,0
"326",127,1,3,2,0,1.433,1.433,0,0,1.433,1,0,0,0,0,1.433,0,0,1,0
"327",127,2,3,3,1.433,1.734,0.301,0,0,1.433,1,0,0,0,0,0,1.433,0,0,1
"328",128,1,2,1,0,0,0,0,1,0.132,0,1,0,0,0.132,0,0,0,0,0
"329",128,1,3,2,0,0,0,1,1,0.132,0,0,1,0,0,0.132,0,0,0,0
"330",129,1,2,1,0,0.575,0.575,0,0,0.673,0,0,0,0,0.673,0,0,0,0,0
"331",129,1,3,2,0,0.575,0.575,1,0,0.673,0,0,0,0,0,0.673,0,0,0,0
"332",130,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"333",130,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"334",130,2,3,3,0,2.03,2.03,1,1,0,1,0,0,1,0,0,0,0,0,1
"335",131,1,2,1,0,0.22,0.22,0,0,1.484,0,0,0,0,1.484,0,0,0,0,0
"336",131,1,3,2,0,0.22,0.22,1,0,1.484,0,0,0,0,0,1.484,0,0,0,0
"337",132,1,2,1,0,1.724,1.724,0,0,1.868,1,0,0,0,1.868,0,0,1,0,0
"338",132,1,3,2,0,1.724,1.724,1,0,1.868,1,0,0,0,0,1.868,0,0,1,0
"339",133,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"340",133,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"341",133,2,3,3,0,0.168,0.168,1,1,0,1,0,0,1,0,0,0,0,0,1
"342",134,1,2,1,0,0.416,0.416,1,0,0.416,1,0,0,0,0.416,0,0,1,0,0
"343",134,1,3,2,0,0.416,0.416,0,0,0.416,1,0,0,0,0,0.416,0,0,1,0
"344",134,2,3,3,0.416,1.128,0.712,1,0,0.416,1,0,0,0,0,0,0.416,0,0,1
"345",135,1,2,1,0,0,0,0,1,1.896,0,1,0,0,1.896,0,0,0,0,0
"346",135,1,3,2,0,0,0,1,1,1.896,0,0,1,0,0,1.896,0,0,0,0
"347",136,1,2,1,0,0,0,0,1,0.208,0,1,0,0,0.208,0,0,0,0,0
"348",136,1,3,2,0,0,0,1,1,0.208,0,0,1,0,0,0.208,0,0,0,0
"349",137,1,2,1,0,0.357,0.357,1,0,0.357,1,0,0,0,0.357,0,0,1,0,0
"350",137,1,3,2,0,0.357,0.357,0,0,0.357,1,0,0,0,0,0.357,0,0,1,0
"351",137,2,3,3,0.357,2.371,2.014,0,0,0.357,1,0,0,0,0,0,0.357,0,0,1
"352",138,1,2,1,0,0.159,0.159,0,0,1.352,0,0,0,0,1.352,0,0,0,0,0
"353",138,1,3,2,0,0.159,0.159,1,0,1.352,0,0,0,0,0,1.352,0,0,0,0
"354",139,1,2,1,0,0.709,0.709,0,0,1.277,0,0,0,0,1.277,0,0,0,0,0
"355",139,1,3,2,0,0.709,0.709,1,0,1.277,0,0,0,0,0,1.277,0,0,0,0
"356",140,1,2,1,0,0.368,0.368,0,0,0.491,0,0,0,0,0.491,0,0,0,0,0
"357",140,1,3,2,0,0.368,0.368,1,0,0.491,0,0,0,0,0,0.491,0,0,0,0
"358",141,1,2,1,0,0,0,0,1,0.222,0,1,0,0,0.222,0,0,0,0,0
"359",141,1,3,2,0,0,0,1,1,0.222,0,0,1,0,0,0.222,0,0,0,0
"360",142,1,2,1,0,0.002,0.002,1,0,0.002,1,0,0,0,0.002,0,0,1,0,0
"361",142,1,3,2,0,0.002,0.002,0,0,0.002,1,0,0,0,0,0.002,0,0,1,0
"362",142,2,3,3,0.002,1.601,1.599,1,0,0.002,1,0,0,0,0,0,0.002,0,0,1
"363",143,1,2,1,0,0,0,0,1,0.512,0,1,0,0,0.512,0,0,0,0,0
"364",143,1,3,2,0,0,0,1,1,0.512,0,0,1,0,0,0.512,0,0,0,0
"365",144,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"366",144,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"367",144,2,3,3,0,0.538,0.538,1,1,0,1,0,0,1,0,0,0,0,0,1
"368",145,1,2,1,0,0.202,0.202,0,0,0.659,1,0,0,0,0.659,0,0,1,0,0
"369",145,1,3,2,0,0.202,0.202,1,0,0.659,1,0,0,0,0,0.659,0,0,1,0
"370",146,1,2,1,0,0.21,0.21,0,0,0.588,0,0,0,0,0.588,0,0,0,0,0
"371",146,1,3,2,0,0.21,0.21,1,0,0.588,0,0,0,0,0,0.588,0,0,0,0
"372",147,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"373",147,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"374",147,2,3,3,0,0.046,0.046,1,1,0,1,0,0,1,0,0,0,0,0,1
"375",148,1,2,1,0,0,0,0,1,0.193,0,1,0,0,0.193,0,0,0,0,0
"376",148,1,3,2,0,0,0,1,1,0.193,0,0,1,0,0,0.193,0,0,0,0
"377",149,1,2,1,0,0.064,0.064,0,0,0.46,1,0,0,0,0.46,0,0,1,0,0
"378",149,1,3,2,0,0.064,0.064,1,0,0.46,1,0,0,0,0,0.46,0,0,1,0
"379",150,1,2,1,0,0.29,0.29,0,0,1.457,0,0,0,0,1.457,0,0,0,0,0
"380",150,1,3,2,0,0.29,0.29,1,0,1.457,0,0,0,0,0,1.457,0,0,0,0
"381",151,1,2,1,0,0.109,0.109,0,0,0.886,1,0,0,0,0.886,0,0,1,0,0
"382",151,1,3,2,0,0.109,0.109,1,0,0.886,1,0,0,0,0,0.886,0,0,1,0
"383",152,1,2,1,0,0.596,0.596,0,0,1.093,1,0,0,0,1.093,0,0,1,0,0
"384",152,1,3,2,0,0.596,0.596,1,0,1.093,1,0,0,0,0,1.093,0,0,1,0
"385",153,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"386",153,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"387",153,2,3,3,0,0.197,0.197,1,1,0,1,0,0,1,0,0,0,0,0,1
"388",154,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"389",154,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"390",154,2,3,3,0,1.406,1.406,0,1,0,1,0,0,1,0,0,0,0,0,1
"391",155,1,2,1,0,0,0,0,1,0.778,0,1,0,0,0.778,0,0,0,0,0
"392",155,1,3,2,0,0,0,1,1,0.778,0,0,1,0,0,0.778,0,0,0,0
"393",156,1,2,1,0,0.982,0.982,0,0,1.583,0,0,0,0,1.583,0,0,0,0,0
"394",156,1,3,2,0,0.982,0.982,1,0,1.583,0,0,0,0,0,1.583,0,0,0,0
"395",157,1,2,1,0,0,0,0,1,0.108,0,1,0,0,0.108,0,0,0,0,0
"396",157,1,3,2,0,0,0,1,1,0.108,0,0,1,0,0,0.108,0,0,0,0
"397",158,1,2,1,0,0.02,0.02,0,0,0.267,1,0,0,0,0.267,0,0,1,0,0
"398",158,1,3,2,0,0.02,0.02,1,0,0.267,1,0,0,0,0,0.267,0,0,1,0
"399",159,1,2,1,0,0,0,0,1,0.419,0,1,0,0,0.419,0,0,0,0,0
"400",159,1,3,2,0,0,0,1,1,0.419,0,0,1,0,0,0.419,0,0,0,0
"401",160,1,2,1,0,0.08,0.08,1,0,0.08,1,0,0,0,0.08,0,0,1,0,0
"402",160,1,3,2,0,0.08,0.08,0,0,0.08,1,0,0,0,0,0.08,0,0,1,0
"403",160,2,3,3,0.08,0.253,0.173,1,0,0.08,1,0,0,0,0,0,0.08,0,0,1
"404",161,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"405",161,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"406",161,2,3,3,0,0.727,0.727,1,1,0,1,0,0,1,0,0,0,0,0,1
"407",162,1,2,1,0,0,0,0,1,0.534,0,1,0,0,0.534,0,0,0,0,0
"408",162,1,3,2,0,0,0,1,1,0.534,0,0,1,0,0,0.534,0,0,0,0
"409",163,1,2,1,0,0.244,0.244,1,0,0.244,1,0,0,0,0.244,0,0,1,0,0
"410",163,1,3,2,0,0.244,0.244,0,0,0.244,1,0,0,0,0,0.244,0,0,1,0
"411",163,2,3,3,0.244,2.438,2.194,1,0,0.244,1,0,0,0,0,0,0.244,0,0,1
"412",164,1,2,1,0,0.594,0.594,0,0,1.598,0,0,0,0,1.598,0,0,0,0,0
"413",164,1,3,2,0,0.594,0.594,1,0,1.598,0,0,0,0,0,1.598,0,0,0,0
"414",165,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"415",165,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"416",165,2,3,3,0,5.724,5.724,0,1,0,1,0,0,1,0,0,0,0,0,1
"417",166,1,2,1,0,0,0,0,1,0.108,0,1,0,0,0.108,0,0,0,0,0
"418",166,1,3,2,0,0,0,1,1,0.108,0,0,1,0,0,0.108,0,0,0,0
"419",167,1,2,1,0,0.962,0.962,0,0,2.737,1,0,0,0,2.737,0,0,1,0,0
"420",167,1,3,2,0,0.962,0.962,1,0,2.737,1,0,0,0,0,2.737,0,0,1,0
"421",168,1,2,1,0,0.111,0.111,0,0,1.291,1,0,0,0,1.291,0,0,1,0,0
"422",168,1,3,2,0,0.111,0.111,1,0,1.291,1,0,0,0,0,1.291,0,0,1,0
"423",169,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"424",169,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"425",169,2,3,3,0,0.516,0.516,1,1,0,1,0,0,1,0,0,0,0,0,1
"426",170,1,2,1,0,0.018,0.018,0,0,0.07,1,0,0,0,0.07,0,0,1,0,0
"427",170,1,3,2,0,0.018,0.018,1,0,0.07,1,0,0,0,0,0.07,0,0,1,0
"428",171,1,2,1,0,0,0,0,1,0.176,0,1,0,0,0.176,0,0,0,0,0
"429",171,1,3,2,0,0,0,1,1,0.176,0,0,1,0,0,0.176,0,0,0,0
"430",172,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"431",172,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"432",172,2,3,3,0,1.073,1.073,1,1,0,1,0,0,1,0,0,0,0,0,1
"433",173,1,2,1,0,0.707,0.707,0,0,1.366,0,0,0,0,1.366,0,0,0,0,0
"434",173,1,3,2,0,0.707,0.707,1,0,1.366,0,0,0,0,0,1.366,0,0,0,0
"435",174,1,2,1,0,0.211,0.211,1,0,0.211,0,0,0,0,0.211,0,0,0,0,0
"436",174,1,3,2,0,0.211,0.211,0,0,0.211,0,0,0,0,0,0.211,0,0,0,0
"437",174,2,3,3,0.211,1.693,1.482,1,0,0.211,0,0,0,0,0,0,0.211,0,0,0
"438",175,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"439",175,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"440",175,2,3,3,0,0.081,0.081,1,1,0,1,0,0,1,0,0,0,0,0,1
"441",176,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"442",176,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"443",176,2,3,3,0,0.97,0.97,1,1,0,1,0,0,1,0,0,0,0,0,1
"444",177,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"445",177,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"446",177,2,3,3,0,3.924,3.924,1,1,0,1,0,0,1,0,0,0,0,0,1
"447",178,1,2,1,0,0.54,0.54,0,0,0.865,0,0,0,0,0.865,0,0,0,0,0
"448",178,1,3,2,0,0.54,0.54,1,0,0.865,0,0,0,0,0,0.865,0,0,0,0
"449",179,1,2,1,0,0.631,0.631,0,0,0.919,1,0,0,0,0.919,0,0,1,0,0
"450",179,1,3,2,0,0.631,0.631,1,0,0.919,1,0,0,0,0,0.919,0,0,1,0
"451",180,1,2,1,0,0.529,0.529,0,0,1.882,1,0,0,0,1.882,0,0,1,0,0
"452",180,1,3,2,0,0.529,0.529,1,0,1.882,1,0,0,0,0,1.882,0,0,1,0
"453",181,1,2,1,0,0,0,0,1,0.842,0,1,0,0,0.842,0,0,0,0,0
"454",181,1,3,2,0,0,0,1,1,0.842,0,0,1,0,0,0.842,0,0,0,0
"455",182,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"456",182,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"457",182,2,3,3,0,0.544,0.544,1,1,0,1,0,0,1,0,0,0,0,0,1
"458",183,1,2,1,0,0.207,0.207,1,0,0.207,1,0,0,0,0.207,0,0,1,0,0
"459",183,1,3,2,0,0.207,0.207,0,0,0.207,1,0,0,0,0,0.207,0,0,1,0
"460",183,2,3,3,0.207,0.466,0.259,1,0,0.207,1,0,0,0,0,0,0.207,0,0,1
"461",184,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"462",184,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"463",184,2,3,3,0,2.616,2.616,1,1,0,1,0,0,1,0,0,0,0,0,1
"464",185,1,2,1,0,0.714,0.714,1,0,0.714,0,0,0,0,0.714,0,0,0,0,0
"465",185,1,3,2,0,0.714,0.714,0,0,0.714,0,0,0,0,0,0.714,0,0,0,0
"466",185,2,3,3,0.714,0.74,0.026,1,0,0.714,0,0,0,0,0,0,0.714,0,0,0
"467",186,1,2,1,0,1.301,1.301,0,0,1.863,0,0,0,0,1.863,0,0,0,0,0
"468",186,1,3,2,0,1.301,1.301,1,0,1.863,0,0,0,0,0,1.863,0,0,0,0
"469",187,1,2,1,0,0.159,0.159,1,0,0.159,0,0,0,0,0.159,0,0,0,0,0
"470",187,1,3,2,0,0.159,0.159,0,0,0.159,0,0,0,0,0,0.159,0,0,0,0
"471",187,2,3,3,0.159,1.463,1.304,1,0,0.159,0,0,0,0,0,0,0.159,0,0,0
"472",188,1,2,1,0,0,0,0,1,0.111,0,1,0,0,0.111,0,0,0,0,0
"473",188,1,3,2,0,0,0,1,1,0.111,0,0,1,0,0,0.111,0,0,0,0
"474",189,1,2,1,0,0.377,0.377,1,0,0.377,1,0,0,0,0.377,0,0,1,0,0
"475",189,1,3,2,0,0.377,0.377,0,0,0.377,1,0,0,0,0,0.377,0,0,1,0
"476",189,2,3,3,0.377,0.678,0.301,1,0,0.377,1,0,0,0,0,0,0.377,0,0,1
"477",190,1,2,1,0,0,0,0,1,1.044,0,1,0,0,1.044,0,0,0,0,0
"478",190,1,3,2,0,0,0,1,1,1.044,0,0,1,0,0,1.044,0,0,0,0
"479",191,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"480",191,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"481",191,2,3,3,0,2.384,2.384,1,1,0,1,0,0,1,0,0,0,0,0,1
"482",192,1,2,1,0,0,0,0,1,0.459,0,1,0,0,0.459,0,0,0,0,0
"483",192,1,3,2,0,0,0,1,1,0.459,0,0,1,0,0,0.459,0,0,0,0
"484",193,1,2,1,0,0.219,0.219,1,0,0.219,1,0,0,0,0.219,0,0,1,0,0
"485",193,1,3,2,0,0.219,0.219,0,0,0.219,1,0,0,0,0,0.219,0,0,1,0
"486",193,2,3,3,0.219,1.025,0.806,1,0,0.219,1,0,0,0,0,0,0.219,0,0,1
"487",194,1,2,1,0,0.066,0.066,0,0,0.197,0,0,0,0,0.197,0,0,0,0,0
"488",194,1,3,2,0,0.066,0.066,1,0,0.197,0,0,0,0,0,0.197,0,0,0,0
"489",195,1,2,1,0,0,0,0,1,0.142,0,1,0,0,0.142,0,0,0,0,0
"490",195,1,3,2,0,0,0,1,1,0.142,0,0,1,0,0,0.142,0,0,0,0
"491",196,1,2,1,0,0.173,0.173,0,0,0.381,0,0,0,0,0.381,0,0,0,0,0
"492",196,1,3,2,0,0.173,0.173,1,0,0.381,0,0,0,0,0,0.381,0,0,0,0
"493",197,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"494",197,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"495",197,2,3,3,0,0.798,0.798,1,1,0,1,0,0,1,0,0,0,0,0,1
"496",198,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"497",198,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"498",198,2,3,3,0,0.387,0.387,1,1,0,1,0,0,1,0,0,0,0,0,1
"499",199,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"500",199,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"501",199,2,3,3,0,1.288,1.288,0,1,0,1,0,0,1,0,0,0,0,0,1
"502",200,1,2,1,0,0,0,0,1,0.216,0,1,0,0,0.216,0,0,0,0,0
"503",200,1,3,2,0,0,0,1,1,0.216,0,0,1,0,0,0.216,0,0,0,0
"504",201,1,2,1,0,0.083,0.083,0,0,2.072,1,0,0,0,2.072,0,0,1,0,0
"505",201,1,3,2,0,0.083,0.083,1,0,2.072,1,0,0,0,0,2.072,0,0,1,0
"506",202,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"507",202,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"508",202,2,3,3,0,0.715,0.715,1,1,0,1,0,0,1,0,0,0,0,0,1
"509",203,1,2,1,0,0.026,0.026,1,0,0.026,0,0,0,0,0.026,0,0,0,0,0
"510",203,1,3,2,0,0.026,0.026,0,0,0.026,0,0,0,0,0,0.026,0,0,0,0
"511",203,2,3,3,0.026,0.291,0.265,1,0,0.026,0,0,0,0,0,0,0.026,0,0,0
"512",204,1,2,1,0,0,0,0,1,0.418,0,1,0,0,0.418,0,0,0,0,0
"513",204,1,3,2,0,0,0,1,1,0.418,0,0,1,0,0,0.418,0,0,0,0
"514",205,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"515",205,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"516",205,2,3,3,0,3.36,3.36,1,1,0,1,0,0,1,0,0,0,0,0,1
"517",206,1,2,1,0,0.03,0.03,0,0,0.357,0,0,0,0,0.357,0,0,0,0,0
"518",206,1,3,2,0,0.03,0.03,1,0,0.357,0,0,0,0,0,0.357,0,0,0,0
"519",207,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"520",207,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"521",207,2,3,3,0,0.065,0.065,1,1,0,1,0,0,1,0,0,0,0,0,1
"522",208,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"523",208,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"524",208,2,3,3,0,3.384,3.384,1,1,0,1,0,0,1,0,0,0,0,0,1
"525",209,1,2,1,0,0.244,0.244,1,0,0.244,0,0,0,0,0.244,0,0,0,0,0
"526",209,1,3,2,0,0.244,0.244,0,0,0.244,0,0,0,0,0,0.244,0,0,0,0
"527",209,2,3,3,0.244,0.297,0.053,1,0,0.244,0,0,0,0,0,0,0.244,0,0,0
"528",210,1,2,1,0,0.026,0.026,0,0,0.666,1,0,0,0,0.666,0,0,1,0,0
"529",210,1,3,2,0,0.026,0.026,1,0,0.666,1,0,0,0,0,0.666,0,0,1,0
"530",211,1,2,1,0,0,0,0,1,0.178,0,1,0,0,0.178,0,0,0,0,0
"531",211,1,3,2,0,0,0,1,1,0.178,0,0,1,0,0,0.178,0,0,0,0
"532",212,1,2,1,0,0.039,0.039,0,0,0.054,1,0,0,0,0.054,0,0,1,0,0
"533",212,1,3,2,0,0.039,0.039,1,0,0.054,1,0,0,0,0,0.054,0,0,1,0
"534",213,1,2,1,0,0.305,0.305,1,0,0.305,0,0,0,0,0.305,0,0,0,0,0
"535",213,1,3,2,0,0.305,0.305,0,0,0.305,0,0,0,0,0,0.305,0,0,0,0
"536",213,2,3,3,0.305,0.712,0.407,1,0,0.305,0,0,0,0,0,0,0.305,0,0,0
"537",214,1,2,1,0,0.058,0.058,0,0,0.78,1,0,0,0,0.78,0,0,1,0,0
"538",214,1,3,2,0,0.058,0.058,1,0,0.78,1,0,0,0,0,0.78,0,0,1,0
"539",215,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"540",215,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"541",215,2,3,3,0,0.323,0.323,1,1,0,1,0,0,1,0,0,0,0,0,1
"542",216,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"543",216,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"544",216,2,3,3,0,0.291,0.291,1,1,0,1,0,0,1,0,0,0,0,0,1
"545",217,1,2,1,0,0,0,0,1,0.445,0,1,0,0,0.445,0,0,0,0,0
"546",217,1,3,2,0,0,0,1,1,0.445,0,0,1,0,0,0.445,0,0,0,0
"547",218,1,2,1,0,0,0,0,1,0.348,0,1,0,0,0.348,0,0,0,0,0
"548",218,1,3,2,0,0,0,1,1,0.348,0,0,1,0,0,0.348,0,0,0,0
"549",219,1,2,1,0,0.429,0.429,1,0,0.429,1,0,0,0,0.429,0,0,1,0,0
"550",219,1,3,2,0,0.429,0.429,0,0,0.429,1,0,0,0,0,0.429,0,0,1,0
"551",219,2,3,3,0.429,1.651,1.222,0,0,0.429,1,0,0,0,0,0,0.429,0,0,1
"552",220,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"553",220,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"554",220,2,3,3,0,1.685,1.685,0,1,0,1,0,0,1,0,0,0,0,0,1
"555",221,1,2,1,0,0.277,0.277,0,0,0.389,1,0,0,0,0.389,0,0,1,0,0
"556",221,1,3,2,0,0.277,0.277,1,0,0.389,1,0,0,0,0,0.389,0,0,1,0
"557",222,1,2,1,0,1.325,1.325,0,0,1.772,0,0,0,0,1.772,0,0,0,0,0
"558",222,1,3,2,0,1.325,1.325,1,0,1.772,0,0,0,0,0,1.772,0,0,0,0
"559",223,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"560",223,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"561",223,2,3,3,0,0.442,0.442,1,1,0,1,0,0,1,0,0,0,0,0,1
"562",224,1,2,1,0,0.132,0.132,1,0,0.132,1,0,0,0,0.132,0,0,1,0,0
"563",224,1,3,2,0,0.132,0.132,0,0,0.132,1,0,0,0,0,0.132,0,0,1,0
"564",224,2,3,3,0.132,3.195,3.063,1,0,0.132,1,0,0,0,0,0,0.132,0,0,1
"565",225,1,2,1,0,0,0,0,1,0.063,0,1,0,0,0.063,0,0,0,0,0
"566",225,1,3,2,0,0,0,1,1,0.063,0,0,1,0,0,0.063,0,0,0,0
"567",226,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"568",226,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"569",226,2,3,3,0,2.911,2.911,0,1,0,1,0,0,1,0,0,0,0,0,1
"570",227,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"571",227,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
"572",227,2,3,3,0,0.51,0.51,1,1,0,1,0,0,1,0,0,0,0,0,1
"573",228,1,2,1,0,0,0,0,1,0.633,0,1,0,0,0.633,0,0,0,0,0
"574",228,1,3,2,0,0,0,1,1,0.633,0,0,1,0,0,0.633,0,0,0,0
"575",229,1,2,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"576",229,1,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
