"","id","from","to","trans","Tstart","Tstop","time","status","A","M","C","A.1","A.2","A.3","M.1","M.2","M.3","C.1","C.2","C.3"
"270",104,1,3,2,0,0.392,0.392,1,1,1.727,0,0,1,0,0,1.727,0,0,0,0
"271",105,1,2,1,0,0.096,0.096,0,0,2.232,0,0,0,0,2.232,0,0,0,0,0
"272",105,1,3,2,0,0.096,0.096,1,0,2.232,0,0,0,0,0,2.232,0,0,0,0
"273",106,1,2,1,0,0.347,0.347,1,0,0.347,0,0,0,0,0.347,0,0,0,0,0
"274",106,1,3,2,0,0.347,0.347,0,0,0.347,0,0,0,0,0,0.347,0,0,0,0
"275",106,2,3,3,0.347,1.195,0.848,1,0,0.347,0,0,0,0,0,0,0.347,0,0,0
"276",107,1,2,1,0,0.087,0.087,1,0,0.087,0,0,0,0,0.087,0,0,0,0,0
"277",107,1,3,2,0,0.087,0.087,0,0,0.087,0,0,0,0,0,0.087,0,0,0,0
"278",107,2,3,3,0.087,0.358,0.271,1,0,0.087,0,0,0,0,0,0,0.087,0,0,0
"279",108,1,2,1,0,0.482,0.482,0,1,2.932,0,1,0,0,2.932,0,0,0,0,0
"280",108,1,3,2,0,0.482,0.482,1,1,2.932,0,0,1,0,0,2.932,0,0,0,0
"281",109,1,2,1,0,0.195,0.195,0,1,0.196,0,1,0,0,0.196,0,0,0,0,0
"282",109,1,3,2,0,0.195,0.195,1,1,0.196,0,0,1,0,0,0.196,0,0,0,0
"283",110,1,2,1,0,0.098,0.098,0,0,0.248,0,0,0,0,0.248,0,0,0,0,0
"284",110,1,3,2,0,0.098,0.098,1,0,0.248,0,0,0,0,0,0.248,0,0,0,0
"285",111,1,2,1,0,0.598,0.598,1,0,0.598,0,0,0,0,0.598,0,0,0,0,0
"286",111,1,3,2,0,0.598,0.598,0,0,0.598,0,0,0,0,0,0.598,0,0,0,0
"287",111,2,3,3,0.598,2.544,1.946,1,0,0.598,0,0,0,0,0,0,0.598,0,0,0
"288",112,1,2,1,0,0.058,0.058,1,0,0.058,1,0,0,0,0.058,0,0,1,0,0
"289",112,1,3,2,0,0.058,0.058,0,0,0.058,1,0,0,0,0,0.058,0,0,1,0
"290",112,2,3,3,0.058,1.795,1.737,1,0,0.058,1,0,0,0,0,0,0.058,0,0,1
"291",113,1,2,1,0,0.102,0.102,0,0,1.978,0,0,0,0,1.978,0,0,0,0,0
"292",113,1,3,2,0,0.102,0.102,1,0,1.978,0,0,0,0,0,1.978,0,0,0,0
"293",114,1,2,1,0,0.091,0.091,1,1,0.091,0,1,0,0,0.091,0,0,0,0,0
"294",114,1,3,2,0,0.091,0.091,0,1,0.091,0,0,1,0,0,0.091,0,0,0,0
"295",114,2,3,3,0.091,0.366,0.275,1,1,0.091,0,0,0,1,0,0,0.091,0,0,0
"296",115,1,2,1,0,0.14,0.14,1,0,0.14,0,0,0,0,0.14,0,0,0,0,0
"297",115,1,3,2,0,0.14,0.14,0,0,0.14,0,0,0,0,0,0.14,0,0,0,0
"298",115,2,3,3,0.14,0.872,0.732,1,0,0.14,0,0,0,0,0,0,0.14,0,0,0
"299",116,1,2,1,0,0.591,0.591,0,0,1.098,0,0,0,0,1.098,0,0,0,0,0
"300",116,1,3,2,0,0.591,0.591,1,0,1.098,0,0,0,0,0,1.098,0,0,0,0
"301",117,1,2,1,0,0.04,0.04,1,0,0.04,0,0,0,0,0.04,0,0,0,0,0
"302",117,1,3,2,0,0.04,0.04,0,0,0.04,0,0,0,0,0,0.04,0,0,0,0
"303",117,2,3,3,0.04,0.278,0.238,1,0,0.04,0,0,0,0,0,0,0.04,0,0,0
"304",118,1,2,1,0,0.146,0.146,0,0,0.919,0,0,0,0,0.919,0,0,0,0,0
"305",118,1,3,2,0,0.146,0.146,1,0,0.919,0,0,0,0,0,0.919,0,0,0,0
"306",119,1,2,1,0,0.047,0.047,1,0,0.047,0,0,0,0,0.047,0,0,0,0,0
"307",119,1,3,2,0,0.047,0.047,0,0,0.047,0,0,0,0,0,0.047,0,0,0,0
"308",119,2,3,3,0.047,0.45,0.403,1,0,0.047,0,0,0,0,0,0,0.047,0,0,0
"309",120,1,2,1,0,1.327,1.327,0,1,2.242,1,1,0,0,2.242,0,0,1,0,0
"310",120,1,3,2,0,1.327,1.327,1,1,2.242,1,0,1,0,0,2.242,0,0,1,0
"311",121,1,2,1,0,1.05,1.05,0,1,1.704,0,1,0,0,1.704,0,0,0,0,0
"312",121,1,3,2,0,1.05,1.05,1,1,1.704,0,0,1,0,0,1.704,0,0,0,0
"313",122,1,2,1,0,0.622,0.622,1,0,0.622,0,0,0,0,0.622,0,0,0,0,0
"314",122,1,3,2,0,0.622,0.622,0,0,0.622,0,0,0,0,0,0.622,0,0,0,0
"315",122,2,3,3,0.622,2.655,2.033,1,0,0.622,0,0,0,0,0,0,0.622,0,0,0
"316",123,1,2,1,0,0.45,0.45,0,1,1.163,0,1,0,0,1.163,0,0,0,0,0
"317",123,1,3,2,0,0.45,0.45,1,1,1.163,0,0,1,0,0,1.163,0,0,0,0
"318",124,1,2,1,0,0.205,0.205,1,0,0.205,0,0,0,0,0.205,0,0,0,0,0
"319",124,1,3,2,0,0.205,0.205,0,0,0.205,0,0,0,0,0,0.205,0,0,0,0
"320",124,2,3,3,0.205,3.557,3.352,1,0,0.205,0,0,0,0,0,0,0.205,0,0,0
"321",125,1,2,1,0,1.703,1.703,1,1,1.703,0,1,0,0,1.703,0,0,0,0,0
"322",125,1,3,2,0,1.703,1.703,0,1,1.703,0,0,1,0,0,1.703,0,0,0,0
"323",125,2,3,3,1.703,1.852,0.149,1,1,1.703,0,0,0,1,0,0,1.703,0,0,0
"324",126,1,2,1,0,0.287,0.287,0,1,2.751,0,1,0,0,2.751,0,0,0,0,0
"325",126,1,3,2,0,0.287,0.287,1,1,2.751,0,0,1,0,0,2.751,0,0,0,0
"326",127,1,2,1,0,1.637,1.637,1,0,1.637,0,0,0,0,1.637,0,0,0,0,0
"327",127,1,3,2,0,1.637,1.637,0,0,1.637,0,0,0,0,0,1.637,0,0,0,0
"328",127,2,3,3,1.637,2.516,0.879,1,0,1.637,0,0,0,0,0,0,1.637,0,0,0
"329",128,1,2,1,0,0.169,0.169,0,1,0.193,0,1,0,0,0.193,0,0,0,0,0
"330",128,1,3,2,0,0.169,0.169,1,1,0.193,0,0,1,0,0,0.193,0,0,0,0
"331",129,1,2,1,0,0.575,0.575,0,0,0.673,0,0,0,0,0.673,0,0,0,0,0
"332",129,1,3,2,0,0.575,0.575,1,0,0.673,0,0,0,0,0,0.673,0,0,0,0
"333",130,1,2,1,0,0.762,0.762,1,1,0.762,0,1,0,0,0.762,0,0,0,0,0
"334",130,1,3,2,0,0.762,0.762,0,1,0.762,0,0,1,0,0,0.762,0,0,0,0
"335",130,2,3,3,0.762,1.785,1.023,1,1,0.762,0,0,0,1,0,0,0.762,0,0,0
"336",131,1,2,1,0,0.22,0.22,0,0,1.484,0,0,0,0,1.484,0,0,0,0,0
"337",131,1,3,2,0,0.22,0.22,1,0,1.484,0,0,0,0,0,1.484,0,0,0,0
"338",132,1,2,1,0,1.919,1.919,0,0,2.134,0,0,0,0,2.134,0,0,0,0,0
"339",132,1,3,2,0,1.919,1.919,1,0,2.134,0,0,0,0,0,2.134,0,0,0,0
"340",133,1,2,1,0,0.493,0.493,0,1,0.97,0,1,0,0,0.97,0,0,0,0,0
"341",133,1,3,2,0,0.493,0.493,1,1,0.97,0,0,1,0,0,0.97,0,0,0,0
"342",134,1,2,1,0,0.476,0.476,1,0,0.476,0,0,0,0,0.476,0,0,0,0,0
"343",134,1,3,2,0,0.476,0.476,0,0,0.476,0,0,0,0,0,0.476,0,0,0,0
"344",134,2,3,3,0.476,0.531,0.055,1,0,0.476,0,0,0,0,0,0,0.476,0,0,0
"345",135,1,2,1,0,0.392,0.392,0,1,2.829,1,1,0,0,2.829,0,0,1,0,0
"346",135,1,3,2,0,0.392,0.392,1,1,2.829,1,0,1,0,0,2.829,0,0,1,0
"347",136,1,2,1,0,0.311,0.311,1,1,0.311,1,1,0,0,0.311,0,0,1,0,0
"348",136,1,3,2,0,0.311,0.311,0,1,0.311,1,0,1,0,0,0.311,0,0,1,0
"349",136,2,3,3,0.311,0.79,0.479,1,1,0.311,1,0,0,1,0,0,0.311,0,0,1
"350",137,1,2,1,0,0.408,0.408,1,0,0.408,0,0,0,0,0.408,0,0,0,0,0
"351",137,1,3,2,0,0.408,0.408,0,0,0.408,0,0,0,0,0,0.408,0,0,0,0
"352",137,2,3,3,0.408,1.467,1.059,1,0,0.408,0,0,0,0,0,0,0.408,0,0,0
"353",138,1,2,1,0,0.159,0.159,0,0,1.352,0,0,0,0,1.352,0,0,0,0,0
"354",138,1,3,2,0,0.159,0.159,1,0,1.352,0,0,0,0,0,1.352,0,0,0,0
"355",139,1,2,1,0,0.713,0.713,0,0,1.353,1,0,0,0,1.353,0,0,1,0,0
"356",139,1,3,2,0,0.713,0.713,1,0,1.353,1,0,0,0,0,1.353,0,0,1,0
"357",140,1,2,1,0,0.368,0.368,0,0,0.491,0,0,0,0,0.491,0,0,0,0,0
"358",140,1,3,2,0,0.368,0.368,1,0,0.491,0,0,0,0,0,0.491,0,0,0,0
"359",141,1,2,1,0,0.323,0.323,1,1,0.323,0,1,0,0,0.323,0,0,0,0,0
"360",141,1,3,2,0,0.323,0.323,0,1,0.323,0,0,1,0,0,0.323,0,0,0,0
"361",141,2,3,3,0.323,0.788,0.465,1,1,0.323,0,0,0,1,0,0,0.323,0,0,0
"362",142,1,2,1,0,0.003,0.003,1,0,0.003,0,0,0,0,0.003,0,0,0,0,0
"363",142,1,3,2,0,0.003,0.003,0,0,0.003,0,0,0,0,0,0.003,0,0,0,0
"364",142,2,3,3,0.003,1.473,1.47,1,0,0.003,0,0,0,0,0,0,0.003,0,0,0
"365",143,1,2,1,0,0.745,0.745,1,1,0.745,0,1,0,0,0.745,0,0,0,0,0
"366",143,1,3,2,0,0.745,0.745,0,1,0.745,0,0,1,0,0,0.745,0,0,0,0
"367",143,2,3,3,0.745,1.216,0.471,1,1,0.745,0,0,0,1,0,0,0.745,0,0,0
"368",144,1,2,1,0,0.045,0.045,0,1,0.67,0,1,0,0,0.67,0,0,0,0,0
"369",144,1,3,2,0,0.045,0.045,1,1,0.67,0,0,1,0,0,0.67,0,0,0,0
"370",145,1,2,1,0,0.225,0.225,0,0,0.753,0,0,0,0,0.753,0,0,0,0,0
"371",145,1,3,2,0,0.225,0.225,1,0,0.753,0,0,0,0,0,0.753,0,0,0,0
"372",146,1,2,1,0,0.21,0.21,0,0,0.588,0,0,0,0,0.588,0,0,0,0,0
"373",146,1,3,2,0,0.21,0.21,1,0,0.588,0,0,0,0,0,0.588,0,0,0,0
"374",147,1,2,1,0,1.715,1.715,0,1,2.372,0,1,0,0,2.372,0,0,0,0,0
"375",147,1,3,2,0,1.715,1.715,1,1,2.372,0,0,1,0,0,2.372,0,0,0,0
"376",148,1,2,1,0,0.281,0.281,1,1,0.281,0,1,0,0,0.281,0,0,0,0,0
"377",148,1,3,2,0,0.281,0.281,0,1,0.281,0,0,1,0,0,0.281,0,0,0,0
"378",148,2,3,3,0.281,0.544,0.263,1,1,0.281,0,0,0,1,0,0,0.281,0,0,0
"379",149,1,2,1,0,0.071,0.071,0,0,0.525,0,0,0,0,0.525,0,0,0,0,0
"380",149,1,3,2,0,0.071,0.071,1,0,0.525,0,0,0,0,0,0.525,0,0,0,0
"381",150,1,2,1,0,0.29,0.29,0,0,1.457,0,0,0,0,1.457,0,0,0,0,0
"382",150,1,3,2,0,0.29,0.29,1,0,1.457,0,0,0,0,0,1.457,0,0,0,0
"383",151,1,2,1,0,0.122,0.122,0,0,1.012,0,0,0,0,1.012,0,0,0,0,0
"384",151,1,3,2,0,0.122,0.122,1,0,1.012,0,0,0,0,0,1.012,0,0,0,0
"385",152,1,2,1,0,0.663,0.663,0,0,1.248,0,0,0,0,1.248,0,0,0,0,0
"386",152,1,3,2,0,0.663,0.663,1,0,1.248,0,0,0,0,0,1.248,0,0,0,0
"387",153,1,2,1,0,0.097,0.097,1,1,0.097,0,1,0,0,0.097,0,0,0,0,0
"388",153,1,3,2,0,0.097,0.097,0,1,0.097,0,0,1,0,0,0.097,0,0,0,0
"389",153,2,3,3,0.097,0.264,0.167,1,1,0.097,0,0,0,1,0,0,0.097,0,0,0
"390",154,1,2,1,0,1.316,1.316,1,1,1.316,0,1,0,0,1.316,0,0,0,0,0
"391",154,1,3,2,0,1.316,1.316,0,1,1.316,0,0,1,0,0,1.316,0,0,0,0
"392",154,2,3,3,1.316,2.296,0.98,1,1,1.316,0,0,0,1,0,0,1.316,0,0,0
"393",155,1,2,1,0,0.846,0.846,0,1,1.132,0,1,0,0,1.132,0,0,0,0,0
"394",155,1,3,2,0,0.846,0.846,1,1,1.132,0,0,1,0,0,1.132,0,0,0,0
"395",156,1,2,1,0,0.982,0.982,0,0,1.583,0,0,0,0,1.583,0,0,0,0,0
"396",156,1,3,2,0,0.982,0.982,1,0,1.583,0,0,0,0,0,1.583,0,0,0,0
"397",157,1,2,1,0,0.162,0.162,1,1,0.162,1,1,0,0,0.162,0,0,1,0,0
"398",157,1,3,2,0,0.162,0.162,0,1,0.162,1,0,1,0,0,0.162,0,0,1,0
"399",157,2,3,3,0.162,2.307,2.145,1,1,0.162,1,0,0,1,0,0,0.162,0,0,1
"400",158,1,2,1,0,0.022,0.022,0,0,0.306,0,0,0,0,0.306,0,0,0,0,0
"401",158,1,3,2,0,0.022,0.022,1,0,0.306,0,0,0,0,0,0.306,0,0,0,0
"402",159,1,2,1,0,0.61,0.61,1,1,0.61,0,1,0,0,0.61,0,0,0,0,0
"403",159,1,3,2,0,0.61,0.61,0,1,0.61,0,0,1,0,0,0.61,0,0,0,0
"404",159,2,3,3,0.61,0.774,0.164,1,1,0.61,0,0,0,1,0,0,0.61,0,0,0
"405",160,1,2,1,0,0.091,0.091,1,0,0.091,0,0,0,0,0.091,0,0,0,0,0
"406",160,1,3,2,0,0.091,0.091,0,0,0.091,0,0,0,0,0,0.091,0,0,0,0
"407",160,2,3,3,0.091,0.2,0.109,1,0,0.091,0,0,0,0,0,0,0.091,0,0,0
"408",161,1,2,1,0,0.084,0.084,0,1,0.742,0,1,0,0,0.742,0,0,0,0,0
"409",161,1,3,2,0,0.084,0.084,1,1,0.742,0,0,1,0,0,0.742,0,0,0,0
"410",162,1,2,1,0,0.671,0.671,0,1,0.778,0,1,0,0,0.778,0,0,0,0,0
"411",162,1,3,2,0,0.671,0.671,1,1,0.778,0,0,1,0,0,0.778,0,0,0,0
"412",163,1,2,1,0,0.279,0.279,1,0,0.279,0,0,0,0,0.279,0,0,0,0,0
"413",163,1,3,2,0,0.279,0.279,0,0,0.279,0,0,0,0,0,0.279,0,0,0,0
"414",163,2,3,3,0.279,0.332,0.053,1,0,0.279,0,0,0,0,0,0,0.279,0,0,0
"415",164,1,2,1,0,0.594,0.594,0,0,1.598,0,0,0,0,1.598,0,0,0,0,0
"416",164,1,3,2,0,0.594,0.594,1,0,1.598,0,0,0,0,0,1.598,0,0,0,0
"417",165,1,2,1,0,0.998,0.998,0,1,2.476,0,1,0,0,2.476,0,0,0,0,0
"418",165,1,3,2,0,0.998,0.998,1,1,2.476,0,0,1,0,0,2.476,0,0,0,0
"419",166,1,2,1,0,0.161,0.161,1,1,0.161,1,1,0,0,0.161,0,0,1,0,0
"420",166,1,3,2,0,0.161,0.161,0,1,0.161,1,0,1,0,0,0.161,0,0,1,0
"421",166,2,3,3,0.161,1.909,1.748,1,1,0.161,1,0,0,1,0,0,0.161,0,0,1
"422",167,1,2,1,0,1.071,1.071,0,0,3.128,0,0,0,0,3.128,0,0,0,0,0
"423",167,1,3,2,0,1.071,1.071,1,0,3.128,0,0,0,0,0,3.128,0,0,0,0
"424",168,1,2,1,0,0.124,0.124,0,0,1.475,0,0,0,0,1.475,0,0,0,0,0
"425",168,1,3,2,0,0.124,0.124,1,0,1.475,0,0,0,0,0,1.475,0,0,0,0
"426",169,1,2,1,0,0.218,0.218,1,1,0.218,0,1,0,0,0.218,0,0,0,0,0
"427",169,1,3,2,0,0.218,0.218,0,1,0.218,0,0,1,0,0,0.218,0,0,0,0
"428",169,2,3,3,0.218,1.148,0.93,1,1,0.218,0,0,0,1,0,0,0.218,0,0,0
"429",170,1,2,1,0,0.02,0.02,0,0,0.08,0,0,0,0,0.08,0,0,0,0,0
"430",170,1,3,2,0,0.02,0.02,1,0,0.08,0,0,0,0,0,0.08,0,0,0,0
"431",171,1,2,1,0,0.256,0.256,1,1,0.256,0,1,0,0,0.256,0,0,0,0,0
"432",171,1,3,2,0,0.256,0.256,0,1,0.256,0,0,1,0,0,0.256,0,0,0,0
"433",171,2,3,3,0.256,0.301,0.045,1,1,0.256,0,0,0,1,0,0,0.256,0,0,0
"434",172,1,2,1,0,0.319,0.319,0,1,0.458,0,1,0,0,0.458,0,0,0,0,0
"435",172,1,3,2,0,0.319,0.319,1,1,0.458,0,0,1,0,0,0.458,0,0,0,0
"436",173,1,2,1,0,0.707,0.707,0,0,1.366,0,0,0,0,1.366,0,0,0,0,0
"437",173,1,3,2,0,0.707,0.707,1,0,1.366,0,0,0,0,0,1.366,0,0,0,0
"438",174,1,2,1,0,0.224,0.224,1,0,0.224,1,0,0,0,0.224,0,0,1,0,0
"439",174,1,3,2,0,0.224,0.224,0,0,0.224,1,0,0,0,0,0.224,0,0,1,0
"440",174,2,3,3,0.224,3.519,3.295,1,0,0.224,1,0,0,0,0,0,0.224,0,0,1
"441",175,1,2,1,0,0.486,0.486,1,1,0.486,0,1,0,0,0.486,0,0,0,0,0
"442",175,1,3,2,0,0.486,0.486,0,1,0.486,0,0,1,0,0,0.486,0,0,0,0
"443",175,2,3,3,0.486,1.985,1.499,1,1,0.486,0,0,0,1,0,0,0.486,0,0,0
"444",176,1,2,1,0,0.433,0.433,0,1,5.121,0,1,0,0,5.121,0,0,0,0,0
"445",176,1,3,2,0,0.433,0.433,1,1,5.121,0,0,1,0,0,5.121,0,0,0,0
"446",177,1,2,1,0,0.211,0.211,0,1,1.148,0,1,0,0,1.148,0,0,0,0,0
"447",177,1,3,2,0,0.211,0.211,1,1,1.148,0,0,1,0,0,1.148,0,0,0,0
"448",178,1,2,1,0,0.54,0.54,0,0,0.865,0,0,0,0,0.865,0,0,0,0,0
"449",178,1,3,2,0,0.54,0.54,1,0,0.865,0,0,0,0,0,0.865,0,0,0,0
"450",179,1,2,1,0,0.703,0.703,0,0,1.051,0,0,0,0,1.051,0,0,0,0,0
"451",179,1,3,2,0,0.703,0.703,1,0,1.051,0,0,0,0,0,1.051,0,0,0,0
"452",180,1,2,1,0,0.589,0.589,0,0,2.15,0,0,0,0,2.15,0,0,0,0,0
"453",180,1,3,2,0,0.589,0.589,1,0,2.15,0,0,0,0,0,2.15,0,0,0,0
"454",181,1,2,1,0,1.225,1.225,1,1,1.225,0,1,0,0,1.225,0,0,0,0,0
"455",181,1,3,2,0,1.225,1.225,0,1,1.225,0,0,1,0,0,1.225,0,0,0,0
"456",181,2,3,3,1.225,2.671,1.446,1,1,1.225,0,0,0,1,0,0,1.225,0,0,0
"457",182,1,2,1,0,1.574,1.574,1,1,1.574,0,1,0,0,1.574,0,0,0,0,0
"458",182,1,3,2,0,1.574,1.574,0,1,1.574,0,0,1,0,0,1.574,0,0,0,0
"459",182,2,3,3,1.574,2.239,0.665,1,1,1.574,0,0,0,1,0,0,1.574,0,0,0
"460",183,1,2,1,0,0.236,0.236,1,0,0.236,0,0,0,0,0.236,0,0,0,0,0
"461",183,1,3,2,0,0.236,0.236,0,0,0.236,0,0,0,0,0,0.236,0,0,0,0
"462",183,2,3,3,0.236,0.706,0.47,1,0,0.236,0,0,0,0,0,0,0.236,0,0,0
"463",184,1,2,1,0,0.787,0.787,1,1,0.787,0,1,0,0,0.787,0,0,0,0,0
"464",184,1,3,2,0,0.787,0.787,0,1,0.787,0,0,1,0,0,0.787,0,0,0,0
"465",184,2,3,3,0.787,3.933,3.146,1,1,0.787,0,0,0,1,0,0,0.787,0,0,0
"466",185,1,2,1,0,0.756,0.756,1,0,0.756,1,0,0,0,0.756,0,0,1,0,0
"467",185,1,3,2,0,0.756,0.756,0,0,0.756,1,0,0,0,0,0.756,0,0,1,0
"468",185,2,3,3,0.756,1.45,0.694,1,0,0.756,1,0,0,0,0,0,0.756,0,0,1
"469",186,1,2,1,0,1.309,1.309,0,0,1.973,1,0,0,0,1.973,0,0,1,0,0
"470",186,1,3,2,0,1.309,1.309,1,0,1.973,1,0,0,0,0,1.973,0,0,1,0
"471",187,1,2,1,0,0.168,0.168,1,0,0.168,1,0,0,0,0.168,0,0,1,0,0
"472",187,1,3,2,0,0.168,0.168,0,0,0.168,1,0,0,0,0,0.168,0,0,1,0
"473",187,2,3,3,0.168,1.074,0.906,1,0,0.168,1,0,0,0,0,0,0.168,0,0,1
"474",188,1,2,1,0,0.162,0.162,1,1,0.162,0,1,0,0,0.162,0,0,0,0,0
"475",188,1,3,2,0,0.162,0.162,0,1,0.162,0,0,1,0,0,0.162,0,0,0,0
"476",188,2,3,3,0.162,4.929,4.767,1,1,0.162,0,0,0,1,0,0,0.162,0,0,0
"477",189,1,2,1,0,0.431,0.431,1,0,0.431,0,0,0,0,0.431,0,0,0,0,0
"478",189,1,3,2,0,0.431,0.431,0,0,0.431,0,0,0,0,0,0.431,0,0,0,0
"479",189,2,3,3,0.431,0.756,0.325,1,0,0.431,0,0,0,0,0,0,0.431,0,0,0
"480",190,1,2,1,0,0.751,0.751,0,1,1.519,0,1,0,0,1.519,0,0,0,0,0
"481",190,1,3,2,0,0.751,0.751,1,1,1.519,0,0,1,0,0,1.519,0,0,0,0
"482",191,1,2,1,0,0.03,0.03,0,1,0.39,0,1,0,0,0.39,0,0,0,0,0
"483",191,1,3,2,0,0.03,0.03,1,1,0.39,0,0,1,0,0,0.39,0,0,0,0
"484",192,1,2,1,0,0.416,0.416,0,1,0.668,0,1,0,0,0.668,0,0,0,0,0
"485",192,1,3,2,0,0.416,0.416,1,1,0.668,0,0,1,0,0,0.668,0,0,0,0
"486",193,1,2,1,0,0.25,0.25,1,0,0.25,0,0,0,0,0.25,0,0,0,0,0
"487",193,1,3,2,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0
"488",193,2,3,3,0.25,1.543,1.293,1,0,0.25,0,0,0,0,0,0,0.25,0,0,0
"489",194,1,2,1,0,0.066,0.066,0,0,0.197,0,0,0,0,0.197,0,0,0,0,0
"490",194,1,3,2,0,0.066,0.066,1,0,0.197,0,0,0,0,0,0.197,0,0,0,0
"491",195,1,2,1,0,0.207,0.207,1,1,0.207,0,1,0,0,0.207,0,0,0,0,0
"492",195,1,3,2,0,0.207,0.207,0,1,0.207,0,0,1,0,0,0.207,0,0,0,0
"493",195,2,3,3,0.207,1.953,1.746,1,1,0.207,0,0,0,1,0,0,0.207,0,0,0
"494",196,1,2,1,0,0.173,0.173,0,0,0.381,0,0,0,0,0.381,0,0,0,0,0
"495",196,1,3,2,0,0.173,0.173,1,0,0.381,0,0,0,0,0,0.381,0,0,0,0
"496",197,1,2,1,0,0.425,0.425,1,1,0.425,0,1,0,0,0.425,0,0,0,0,0
"497",197,1,3,2,0,0.425,0.425,0,1,0.425,0,0,1,0,0,0.425,0,0,0,0
"498",197,2,3,3,0.425,0.469,0.044,1,1,0.425,0,0,0,1,0,0,0.425,0,0,0
"499",198,1,2,1,0,0.027,0.027,0,1,0.126,0,1,0,0,0.126,0,0,0,0,0
"500",198,1,3,2,0,0.027,0.027,1,1,0.126,0,0,1,0,0,0.126,0,0,0,0
"501",199,1,2,1,0,1.789,1.789,0,1,5.128,0,1,0,0,5.128,0,0,0,0,0
"502",199,1,3,2,0,1.789,1.789,1,1,5.128,0,0,1,0,0,5.128,0,0,0,0
"503",200,1,2,1,0,0.323,0.323,1,1,0.323,1,1,0,0,0.323,0,0,1,0,0
"504",200,1,3,2,0,0.323,0.323,0,1,0.323,1,0,1,0,0,0.323,0,0,1,0
"505",200,2,3,3,0.323,0.633,0.31,1,1,0.323,1,0,0,1,0,0,0.323,0,0,1
"506",201,1,2,1,0,0.092,0.092,0,0,2.368,0,0,0,0,2.368,0,0,0,0,0
"507",201,1,3,2,0,0.092,0.092,1,0,2.368,0,0,0,0,0,2.368,0,0,0,0
"508",202,1,2,1,0,0.401,0.401,1,1,0.401,0,1,0,0,0.401,0,0,0,0,0
"509",202,1,3,2,0,0.401,0.401,0,1,0.401,0,0,1,0,0,0.401,0,0,0,0
"510",202,2,3,3,0.401,1.041,0.64,1,1,0.401,0,0,0,1,0,0,0.401,0,0,0
"511",203,1,2,1,0,0.026,0.026,1,0,0.026,0,0,0,0,0.026,0,0,0,0,0
"512",203,1,3,2,0,0.026,0.026,0,0,0.026,0,0,0,0,0,0.026,0,0,0,0
"513",203,2,3,3,0.026,4.019,3.993,1,0,0.026,0,0,0,0,0,0,0.026,0,0,0
"514",204,1,2,1,0,0.337,0.337,0,1,0.608,0,1,0,0,0.608,0,0,0,0,0
"515",204,1,3,2,0,0.337,0.337,1,1,0.608,0,0,1,0,0,0.608,0,0,0,0
"516",205,1,2,1,0,0.715,0.715,0,1,2.39,0,1,0,0,2.39,0,0,0,0,0
"517",205,1,3,2,0,0.715,0.715,1,1,2.39,0,0,1,0,0,2.39,0,0,0,0
"518",206,1,2,1,0,0.03,0.03,0,0,0.357,0,0,0,0,0.357,0,0,0,0,0
"519",206,1,3,2,0,0.03,0.03,1,0,0.357,0,0,0,0,0,0.357,0,0,0,0
"520",207,1,2,1,0,0.285,0.285,1,1,0.285,0,1,0,0,0.285,0,0,0,0,0
"521",207,1,3,2,0,0.285,0.285,0,1,0.285,0,0,1,0,0,0.285,0,0,0,0
"522",207,2,3,3,0.285,3.488,3.203,1,1,0.285,0,0,0,1,0,0,0.285,0,0,0
"523",208,1,2,1,0,0.346,0.346,1,1,0.346,0,1,0,0,0.346,0,0,0,0,0
"524",208,1,3,2,0,0.346,0.346,0,1,0.346,0,0,1,0,0,0.346,0,0,0,0
"525",208,2,3,3,0.346,2.581,2.235,1,1,0.346,0,0,0,1,0,0,0.346,0,0,0
"526",209,1,2,1,0,0.244,0.244,1,0,0.244,0,0,0,0,0.244,0,0,0,0,0
"527",209,1,3,2,0,0.244,0.244,0,0,0.244,0,0,0,0,0,0.244,0,0,0,0
"528",209,2,3,3,0.244,1.271,1.027,1,0,0.244,0,0,0,0,0,0,0.244,0,0,0
"529",210,1,2,1,0,0.029,0.029,0,0,0.761,0,0,0,0,0.761,0,0,0,0,0
"530",210,1,3,2,0,0.029,0.029,1,0,0.761,0,0,0,0,0,0.761,0,0,0,0
"531",211,1,2,1,0,0.266,0.266,1,1,0.266,1,1,0,0,0.266,0,0,1,0,0
"532",211,1,3,2,0,0.266,0.266,0,1,0.266,1,0,1,0,0,0.266,0,0,1,0
"533",211,2,3,3,0.266,4.425,4.159,1,1,0.266,1,0,0,1,0,0,0.266,0,0,1
"534",212,1,2,1,0,0.044,0.044,0,0,0.061,0,0,0,0,0.061,0,0,0,0,0
"535",212,1,3,2,0,0.044,0.044,1,0,0.061,0,0,0,0,0,0.061,0,0,0,0
"536",213,1,2,1,0,0.305,0.305,1,0,0.305,0,0,0,0,0.305,0,0,0,0,0
"537",213,1,3,2,0,0.305,0.305,0,0,0.305,0,0,0,0,0,0.305,0,0,0,0
"538",213,2,3,3,0.305,0.515,0.21,1,0,0.305,0,0,0,0,0,0,0.305,0,0,0
"539",214,1,2,1,0,0.065,0.065,0,0,0.891,0,0,0,0,0.891,0,0,0,0,0
"540",214,1,3,2,0,0.065,0.065,1,0,0.891,0,0,0,0,0,0.891,0,0,0,0
